g10133	GO:0015035
g10134	GO:0015035
g10134	GO:0015035
g10135	GO:0005737,GO:0004364,GO:0005515,GO:0008152
g10136	GO:0005737,GO:0004364,GO:0005515,GO:0008152
g10137	GO:0005488
g10138	
g10139	
g1014	
g10140	
g10140	
g10141	GO:0003676,GO:0000166
g10142	GO:0080019
g10143	
g10144	
g10145	
g10146	
g10147	GO:0004672,GO:0005524,GO:0006468
g10147	GO:0004672,GO:0005524,GO:0006468
g10148	GO:0003700,GO:0043565,GO:0006355
g10149	GO:0003700,GO:0043565,GO:0006355
g1015	GO:0005789
g10150	GO:0003700,GO:0043565,GO:0006355
g10151	
g10152	
g10152	
g10153	GO:0003677,GO:0006355
g10154	GO:0043565,GO:0003677,GO:0006355
g10154	GO:0043565,GO:0003677,GO:0006355
g10155	GO:0043565,GO:0003677,GO:0006355
g10156	GO:0043565,GO:0003677,GO:0006355
g10157	
g10158	
g10159	
g10159	
g1016	GO:0016021,GO:0051033,GO:0033227
g10160	GO:0003677,GO:0006355
g10161	GO:0005739,GO:0005747
g10162	GO:0005739,GO:0005747
g10163	
g10164	
g10165	
g10166	
g10167	GO:0005634,GO:0008270,GO:0003712,GO:0004402,GO:0006355
g10168	
g10169	GO:0004672,GO:0005524,GO:0006468
g1017	GO:0005515
g10170	GO:0005515,GO:0006396
g10171	
g10172	
g10173	GO:0005515
g10174	
g10175	GO:0016020,GO:0004571,GO:0005509
g10176	GO:0016021
g10177	GO:0016021
g10178	
g10179	
g1018	GO:0004842,GO:0008270,GO:0005515,GO:0007250,GO:0016567,GO:0046330,GO:0007165
g10180	
g10181	GO:0016021,GO:0055085
g10181	GO:0016021,GO:0055085
g10182	
g10182	
g10183	
g10184	
g10185	GO:0005515
g10185	GO:0005515
g10186	
g10187	GO:0005634,GO:0008270,GO:0003712,GO:0004402,GO:0006355
g10188	
g10189	
g1019	GO:0008076,GO:0016020,GO:0004970,GO:0005249,GO:0006813
g10190	GO:0016020
g10191	GO:0016020
g10192	GO:0003676,GO:0008270
g10192	GO:0003676,GO:0008270
g10193	
g10194	
g10195	
g10196	GO:0006904,GO:0016192
g10197	GO:0016021,GO:0004930,GO:0007186
g10198	GO:0006904,GO:0016192
g10199	GO:0005515
g102	
g1020	GO:0005975
g10200	
g10201	GO:0003676,GO:0008270
g10202	GO:0030170,GO:0003824,GO:0008265,GO:0030151,GO:0006777
g10203	GO:0005509,GO:0005515
g10203	GO:0005509,GO:0005515
g10204	
g10205	
g10206	GO:0005634,GO:0003700,GO:0005515,GO:0043565,GO:0006355
g10207	
g10208	
g10209	GO:0005515
g1021	GO:0005975
g10210	GO:0005515
g10211	GO:0004672,GO:0005524,GO:0006468
g10212	GO:0016021,GO:0042626,GO:0005524,GO:0016887,GO:0055085,GO:0006810
g10213	
g10214	GO:0005488,GO:0005096,GO:0051056
g10214	GO:0005096,GO:0051056
g10215	GO:0005524,GO:0003677,GO:0006260
g10216	
g10217	GO:0016459,GO:0005524,GO:0003774,GO:0051015,GO:0005515
g10218	
g10218	
g10219	
g1022	GO:0005975
g10220	
g10221	
g10222	
g10223	
g10224	
g10225	GO:0016020,GO:0005234,GO:0004970,GO:0005216,GO:0004872,GO:0006811
g10226	GO:0046556,GO:0046373
g10227	GO:0016627,GO:0008152,GO:0055114
g10228	
g10229	GO:0008270,GO:0005515
g1023	
g10230	
g10231	GO:0030992,GO:0048487,GO:0042073,GO:0060271
g10232	GO:0030992,GO:0048487,GO:0042073,GO:0060271
g10233	GO:0005515
g10234	GO:0030374
g10235	GO:0030374
g10235	GO:0030374
g10235	GO:0030374
g10236	
g10237	
g10238	
g10239	GO:0005634,GO:0001227,GO:0003676,GO:0003690,GO:0006357
g1024	GO:0005515
g10240	GO:0004842,GO:0005515
g10241	GO:0016021,GO:0004930,GO:0007186
g10242	GO:0016021,GO:0004930,GO:0007186
g10243	GO:0005515
g10244	GO:0016765
g10245	GO:0005622,GO:0008270,GO:0005515
g10246	
g10247	
g10248	GO:0003676,GO:0008270
g10249	GO:0003676
g10249	
g10249	GO:0003676
g1025	GO:0016021,GO:0030515,GO:0005515,GO:0015299,GO:0006396,GO:0006812,GO:0055085,GO:0000462
g10250	
g10251	
g10252	
g10253	
g10254	GO:0003676,GO:0003677,GO:0015074
g10255	GO:0005840,GO:0003735,GO:0006412
g10256	
g10257	
g10258	
g10259	
g1026	GO:0055085
g10260	GO:0016021,GO:0005216,GO:0006811
g10261	
g10262	
g10263	GO:0005524,GO:0004674,GO:0006468
g10264	GO:0003676
g10265	
g10266	GO:0005515
g10267	
g10268	
g10269	GO:0016272,GO:0051082,GO:0006457
g1027	GO:0030514,GO:0045596
g10270	GO:0016021,GO:0005515,GO:0055085
g10271	GO:0005488
g10272	GO:0031931,GO:0031929
g10273	GO:0005515
g10274	
g10275	GO:0036459,GO:0008270,GO:0016579,GO:0006511
g10276	GO:0005622,GO:0006886
g10277	GO:0031305,GO:0007005
g10278	
g10279	GO:0004672,GO:0005524,GO:0006468
g1028	
g10280	GO:0019789
g10281	GO:0005515
g10282	
g10283	GO:0008270,GO:0004222,GO:0008237,GO:0006508
g10284	
g10284	
g10285	GO:0016020,GO:0006813
g10286	GO:0015935,GO:0005622,GO:0005840,GO:0003735,GO:0006412
g10287	GO:0005096,GO:0005515,GO:0043547,GO:0007049
g10288	
g10289	
g1029	
g10290	
g10291	GO:0005488
g10292	
g10293	
g10294	
g10295	
g10296	
g10297	GO:0005509,GO:0005515
g10298	GO:0005509,GO:0005515
g10299	GO:0005509,GO:0005515
g103	
g1030	
g10300	GO:0005515
g10301	GO:0005509,GO:0005515
g10302	GO:0016021,GO:0004930,GO:0005515,GO:0007186
g10303	GO:0016020,GO:0008378,GO:0006486
g10303	GO:0016020,GO:0008378,GO:0006486
g10304	GO:0005515
g10304	GO:0005515
g10305	
g10306	GO:0030286,GO:0005930,GO:0003777,GO:0007018
g10307	GO:0005524,GO:0016887,GO:0003777,GO:0007018
g10307	GO:0005524,GO:0016887,GO:0003777,GO:0007018
g10308	GO:0005694,GO:0008278,GO:0005524,GO:0003682,GO:0005515,GO:0051276,GO:0007064,GO:0006281
g10309	GO:0005515
g10309	GO:0005515
g1031	
g10310	
g10311	GO:0008270,GO:0005515,GO:0006886,GO:0016192
g10312	
g10313	GO:0016020
g10314	GO:0003887,GO:0005488,GO:0003677,GO:0006351
g10315	GO:0005515,GO:0007165
g10316	GO:0008146
g10317	GO:0047429
g10317	GO:0047429
g10318	GO:0046983
g10319	GO:0046983
g1032	
g10320	GO:0005634,GO:0003700,GO:0006355
g10321	GO:0008270,GO:0004222,GO:0008237,GO:0006508
g10322	
g10323	GO:0005515,GO:0000266
g10324	GO:0017119
g10324	GO:0017119
g10325	GO:0016021,GO:0016020,GO:0005215,GO:0005452,GO:0008509,GO:0006820,GO:0006810
g10326	GO:0031011
g10326	GO:0031011
g10327	
g10328	GO:0003677
g10329	
g1033	GO:0043531,GO:0005515,GO:0042981
g10330	
g10331	GO:0005515,GO:0007165
g10332	GO:0005509
g10333	GO:0004418,GO:0018160,GO:0033014
g10334	GO:0000276,GO:0015078,GO:0015986
g10335	
g10336	
g10337	GO:0016021,GO:0004930,GO:0007186
g10338	GO:0003779
g10339	GO:0004672,GO:0005524,GO:0006468
g1034	GO:0005737,GO:0047150,GO:0008270,GO:0009086
g1034	
g10340	
g10341	
g10342	GO:0016459,GO:0005524,GO:0003774,GO:0005515
g10342	GO:0016459,GO:0005524,GO:0003774,GO:0005515
g10343	
g10344	GO:0005158
g10345	GO:0004672,GO:0004692,GO:0004674,GO:0005524,GO:0006468
g10345	GO:0004672,GO:0004692,GO:0004674,GO:0005524,GO:0006468
g10346	
g10347	GO:0016020,GO:0016628,GO:0055114
g10348	GO:0050194,GO:0019700
g10349	
g10349	
g10349	
g1035	
g10350	
g10351	
g10352	
g10353	
g10353	
g10353	
g10354	GO:0007165
g10354	GO:0007165
g10355	
g10356	GO:0005089,GO:0035023
g10356	GO:0005089,GO:0035023
g10357	GO:0016491
g10357	GO:0016491
g10358	
g10359	
g1036	
g10360	
g10361	
g10362	
g10363	GO:0005515
g10363	GO:0005515
g10364	
g10365	
g10366	GO:0003676,GO:0015074
g10367	
g10367	
g10369	
g1037	
g10370	GO:0003676,GO:0046872
g10371	
g10372	GO:0005515
g10373	
g10374	
g10375	GO:0005515
g10376	GO:0016020,GO:0009966,GO:0007275
g10377	
g10378	
g10378	
g10378	
g10379	GO:0016021,GO:0016020,GO:0005230,GO:0006811,GO:0006810
g1038	GO:0046872
g10380	GO:0005515,GO:0007165
g10380	GO:0005515,GO:0007165
g10381	GO:0003676,GO:0000166
g10381	GO:0003676,GO:0000166
g10382	
g10382	
g10382	
g10383	GO:0003676,GO:0000166
g10384	GO:0005737,GO:0005634,GO:0005488,GO:0008565,GO:0006606,GO:0042147
g10385	
g10385	
g10386	GO:0005515,GO:0000077,GO:0042981
g10386	GO:0005515
g10386	GO:0005515
g10386	GO:0005515,GO:0000077,GO:0042981
g10387	GO:0003824,GO:0008152
g10388	
g10389	
g1039	
g10390	
g10391	GO:0016021,GO:0004930,GO:0007186
g10392	GO:0046872
g10393	GO:0016972,GO:0055114
g10394	GO:0016021,GO:0004930,GO:0007186
g10395	
g10396	
g10397	GO:0016020,GO:0005216,GO:0005515,GO:0006811,GO:0055085
g10398	GO:0003676,GO:0005524
g10399	GO:0005858,GO:0005524,GO:0016887,GO:0003777,GO:0007018,GO:0003341
g104	GO:0016020
g1040	
g10400	GO:0005739,GO:0003954,GO:0008137
g10401	GO:0016021,GO:0004930,GO:0007186
g10402	
g10403	
g10404	GO:0005515
g10405	
g10406	GO:0016020,GO:0005262,GO:0070588
g10406	GO:0016020,GO:0005262,GO:0070588
g10407	
g10408	GO:0016020,GO:0005262,GO:0005216,GO:0005515,GO:0006811,GO:0055085,GO:0070588
g10408	GO:0016020,GO:0005262,GO:0005515,GO:0070588
g10409	GO:0016020,GO:0005262,GO:0005216,GO:0005515,GO:0006811,GO:0055085,GO:0070588
g1041	GO:0036459,GO:0016579,GO:0006511
g10410	GO:0016021,GO:0055085
g10411	GO:0008408,GO:0003676,GO:0006139
g10412	GO:0008408,GO:0003676,GO:0006139
g10413	GO:0015935,GO:0005761,GO:0006915
g10414	GO:0016021,GO:0016020,GO:0045211,GO:0005230,GO:0022848,GO:0005216,GO:0006811,GO:0006810
g10415	GO:0016021,GO:0016020,GO:0045211,GO:0005230,GO:0022848,GO:0005216,GO:0006811,GO:0006810
g10416	GO:0005515
g10417	
g10418	GO:0016021,GO:0004930,GO:0007186
g10419	GO:0016021,GO:0005802,GO:0004012,GO:0000287,GO:0005524,GO:0046872,GO:0000166,GO:0015914
g1042	
g10420	
g10421	GO:0005488
g10422	
g10423	GO:0005524,GO:0004176,GO:0004252,GO:0030163,GO:0006508
g10424	GO:0008236,GO:0004252,GO:0006508
g10425	GO:0004252,GO:0006508
g10426	GO:0000815,GO:0016363,GO:0016192,GO:0007034,GO:0007076
g10427	
g10428	GO:0005615,GO:0005576
g10428	GO:0005615,GO:0005576
g10428	GO:0005615,GO:0005576
g10429	GO:0005488,GO:0016303,GO:0016301,GO:0005515,GO:0046854,GO:0048015
g1043	
g10430	GO:0003676,GO:0008270
g10431	
g10432	GO:0003676,GO:0004518
g10433	GO:0004647,GO:0006564
g10434	
g10435	
g10436	GO:0003676,GO:0046872
g10437	
g10438	
g10439	GO:0016787,GO:0009166
g1044	GO:0043565,GO:0003677,GO:0006355
g10440	
g10441	GO:0000786,GO:0005634,GO:0005515,GO:0003677,GO:0006334
g10442	GO:0004842,GO:0008270,GO:0005515,GO:0016567
g10443	GO:0016020,GO:0005515,GO:0007154
g10444	
g10445	
g10446	GO:0003779,GO:0005515,GO:0007155,GO:0031532
g10447	
g10447	
g10448	
g10449	GO:0005524,GO:0004386
g1045	GO:0005515
g10450	GO:0005524,GO:0004386,GO:0003678,GO:0006281,GO:0000723
g10451	
g10452	GO:0016742,GO:0009058
g10453	GO:0016742,GO:0003824,GO:0009058
g10454	GO:0000956,GO:0000398
g10455	GO:0016021,GO:0004190
g10456	
g10457	GO:0004672,GO:0005524,GO:0006468
g10457	GO:0004672,GO:0005524,GO:0006468
g10458	GO:0016021,GO:0004930,GO:0007186
g10459	GO:0005515
g10459	GO:0005515
g1046	GO:0003676,GO:0005524
g10460	
g10461	
g10462	
g10463	GO:0003796
g10464	
g10465	GO:0005515
g10466	GO:0004843,GO:0007283,GO:0000266
g10467	GO:0030286,GO:0003777,GO:0016887,GO:0005524,GO:0007018
g10468	GO:0036459,GO:0016579
g10469	
g1047	GO:0005871,GO:0003777,GO:0005515
g10470	
g10471	
g10472	GO:0004096,GO:0005506,GO:0020037,GO:0016702,GO:0005515,GO:0046872,GO:0055114
g10472	GO:0004096,GO:0005506,GO:0020037,GO:0016702,GO:0005515,GO:0046872,GO:0055114
g10473	
g10473	
g10473	
g10474	GO:0008484,GO:0003824,GO:0008152
g10474	GO:0008484,GO:0003824,GO:0008152
g10475	GO:0016021,GO:0004930,GO:0004983,GO:0007186
g10476	
g10476	
g10477	
g10478	
g10479	
g1048	GO:0005871,GO:0003777,GO:0005515
g10480	
g10481	
g10482	
g10483	
g10484	GO:0004252,GO:0006508
g10485	
g10486	
g10487	
g10488	GO:0005509,GO:0005515
g10488	GO:0005509,GO:0005515
g10489	
g1049	GO:0005634
g1049	GO:0005634
g10490	GO:0005515
g10491	
g10491	
g10491	
g10492	
g10493	GO:0030246
g10494	GO:0030246
g10494	GO:0030246
g10494	GO:0030246
g10495	GO:0030246
g10495	GO:0030246
g10496	
g10497	
g10498	GO:0003676,GO:0008270,GO:0015074
g10499	
g105	
g1050	GO:0003676
g1050	
g10500	
g10501	GO:0030286,GO:0003777,GO:0007018
g10502	GO:0030286,GO:0003777,GO:0007018
g10503	
g10504	GO:0004672,GO:0004713,GO:0005524,GO:0006468
g10505	GO:0005096
g10506	GO:0005089,GO:0005515,GO:0035023
g10507	
g10508	GO:0005525
g10509	GO:0016491,GO:0055114
g10509	GO:0016491,GO:0055114
g1051	
g10510	GO:0004844,GO:0006281,GO:0006284
g10511	
g10512	GO:0004844,GO:0006281,GO:0006284
g10513	
g10514	GO:0005515
g10515	
g10516	
g10517	
g10518	
g10519	
g1052	GO:0005515
g10520	GO:0005515,GO:0007165
g10520	GO:0005515,GO:0007165
g10520	GO:0005515,GO:0003677,GO:0006310,GO:0015074
g10521	GO:0042626
g10522	GO:0008270,GO:0005515
g10523	GO:0016787,GO:0005524,GO:0003677
g10524	GO:0004518,GO:0003677
g10525	GO:0003676
g10526	
g10527	
g10528	
g10529	GO:0005509,GO:0005515
g1053	
g10530	GO:0008270,GO:0005515
g10531	GO:0016021
g10532	GO:0005515
g10533	
g10534	GO:0004672,GO:0005525,GO:0005524,GO:0005515,GO:0006468,GO:0007264
g10535	
g10536	
g10537	GO:0003677
g10538	GO:0003676
g10539	
g10539	GO:0008270,GO:0004518,GO:0005515,GO:0003677
g1054	
g10540	GO:0005515,GO:0035091
g10541	GO:0005515,GO:0035091
g10542	
g10543	
g10544	GO:0005515
g10545	GO:0005524,GO:0004386
g10546	
g10547	GO:0005524
g10548	
g10549	GO:0005515
g1055	
g10550	
g10551	GO:0005515
g10552	GO:0046872
g10552	GO:0046872
g10552	GO:0046872
g10553	
g10554	
g10555	
g10555	
g10555	
g10557	
g10558	
g10559	GO:0030170,GO:0003824,GO:0008483,GO:0006520,GO:0009058
g1056	
g10560	GO:0007034
g10561	
g10561	
g10562	
g10563	
g10564	
g10565	GO:0004842
g10566	GO:0003676,GO:0015074
g10567	
g10568	
g10569	
g1057	
g10570	
g10571	GO:0005634,GO:0045892
g10572	
g10573	
g10574	
g10575	
g10576	GO:0005622,GO:0008270,GO:0005515
g10577	
g10578	
g10579	GO:0016020,GO:0005216,GO:0006811,GO:0055085
g1058	GO:0008270
g10580	GO:0005515
g10581	
g10582	GO:0016020,GO:0005216,GO:0005515,GO:0006811,GO:0055085
g10583	GO:0005525,GO:0007264
g10584	
g10584	
g10585	GO:0003676,GO:0000166,GO:0003755,GO:0006457,GO:0000413
g10585	GO:0003676,GO:0000166,GO:0003755,GO:0006457,GO:0000413
g10585	
g10586	GO:0000940,GO:0007059
g10587	
g10588	
g10589	
g1059	GO:0005741,GO:0055085
g10590	
g10591	GO:0005515
g10592	GO:0003824,GO:0004222,GO:0046872,GO:0006508
g10593	
g10594	GO:0005515
g10595	GO:0070403
g10595	GO:0070403
g10596	
g10596	
g10597	GO:0008017,GO:0003777,GO:0005524,GO:0007018
g10598	GO:0005515,GO:0035556
g10599	GO:0003676,GO:0000166,GO:0030619
g106	GO:0004842
g1060	GO:0046930,GO:0015267,GO:0046931,GO:0006812,GO:0052331
g10600	
g10601	
g10602	
g10603	
g10604	
g10605	GO:0004518,GO:0003677
g10606	GO:0003779,GO:0017048,GO:0007015,GO:0030041
g10606	GO:0003779,GO:0017048,GO:0007015,GO:0030041
g10607	GO:0005488,GO:0003779,GO:0017048,GO:0016043,GO:0030036
g10608	
g10609	GO:0005515
g10609	GO:0005515
g10609	GO:0005515
g1061	GO:0046930,GO:0015267,GO:0046931,GO:0006812,GO:0052331
g1061	GO:0046930,GO:0015267,GO:0046931,GO:0006812,GO:0052331
g10610	GO:0003896,GO:0006269
g10611	GO:0016020,GO:0005216,GO:0006811,GO:0055085
g10612	
g10612	GO:0008234,GO:0003677,GO:0006310,GO:0015074,GO:0006508
g10613	GO:0005515
g10614	GO:0004842,GO:0008270,GO:0005515,GO:0016567
g10615	
g10616	
g10617	
g10618	GO:0005515
g10618	GO:0005515
g10619	
g1062	GO:0046930,GO:0015267,GO:0046931,GO:0006812,GO:0052331
g10620	
g10621	GO:0008408,GO:0003676,GO:0046872,GO:0006139
g10622	GO:0008408,GO:0003676,GO:0046872,GO:0006139
g10623	
g10624	
g10625	GO:0005515,GO:0035091
g10626	GO:0003676,GO:0005515
g10627	GO:0016787,GO:0005515,GO:0009166
g10627	GO:0016787,GO:0005515,GO:0009166
g10628	GO:0009378,GO:0003677,GO:0006281,GO:0006260,GO:0006310
g10629	GO:0005737,GO:0016020,GO:0004152,GO:0003824,GO:0016627,GO:0055114,GO:0006207
g1063	GO:0004181,GO:0008270,GO:0004180,GO:0006508
g10630	GO:0016740,GO:0009058
g10631	GO:0005515
g10632	
g10633	GO:0016459,GO:0003774
g10634	GO:0005515
g10635	GO:0016021,GO:0005328,GO:0006836
g10636	GO:0005509
g10637	GO:0005509
g10638	GO:0030170,GO:0003824,GO:0016740,GO:0008152,GO:0009058
g10639	GO:0019902,GO:0010923
g1064	GO:0004181,GO:0008270,GO:0004180,GO:0006508
g10640	GO:0003676,GO:0000166
g10641	GO:0004181,GO:0008270,GO:0006508
g10642	
g10642	
g10643	
g10644	
g10645	
g10646	
g10646	
g10647	GO:0016772
g10648	
g10649	
g1065	
g10650	
g10651	GO:0004672,GO:0005524,GO:0006468
g10652	GO:0005515
g10653	
g10654	
g10655	
g10656	
g10657	
g10658	
g10659	
g1066	
g10660	GO:0008641
g10661	
g10662	
g10663	
g10664	
g10665	GO:0016021,GO:0004930,GO:0007186
g10666	GO:0004114,GO:0005515,GO:0008081,GO:0007165
g10667	
g10668	
g10669	
g1067	GO:0005515
g1067	GO:0005515
g1067	GO:0005515
g10670	
g10671	
g10672	GO:0008076,GO:0016020,GO:0005216,GO:0005515,GO:0005249,GO:0006811,GO:0006813,GO:0051260,GO:0055085
g10673	GO:0008076,GO:0016020,GO:0005216,GO:0005249,GO:0006811,GO:0006813,GO:0051260,GO:0055085
g10674	GO:0008076,GO:0016020,GO:0005216,GO:0005515,GO:0005249,GO:0006811,GO:0006813,GO:0051260,GO:0055085
g10675	
g10676	GO:0005524
g10676	
g10677	GO:0005488,GO:0008270,GO:0008237
g10678	
g10679	GO:0005096
g10679	GO:0005096
g1068	GO:0005515
g10680	
g10681	GO:0005576,GO:0005179
g10682	GO:0046556,GO:0046373
g10683	
g10683	
g10684	
g10685	
g10686	
g10687	GO:0005515
g10688	GO:0005515
g10688	
g10689	
g1069	GO:0005515
g10690	
g10691	GO:0046983,GO:0003676
g10692	
g10693	
g10694	GO:0003677
g10695	GO:0003677
g10696	
g10697	
g10698	
g10699	
g107	GO:0005488,GO:0005515
g107	GO:0005488,GO:0005515
g107	GO:0005488,GO:0005515
g1070	
g10700	
g10701	
g10702	GO:0003676,GO:0000166
g10703	
g10704	
g10705	
g10706	
g10707	GO:0004842,GO:0008270,GO:0005515,GO:0007250,GO:0016567,GO:0046330,GO:0007165
g10708	
g10709	
g1071	
g10710	GO:0005515,GO:0051260
g10711	
g10712	GO:0016491,GO:0055114
g10713	GO:0005840,GO:0003735,GO:0006412
g10714	GO:0003824
g10715	GO:0005515
g10716	GO:0005887,GO:0001614,GO:0004931,GO:0098655,GO:0033198
g10716	GO:0005887,GO:0001614,GO:0004931,GO:0098655,GO:0033198
g10716	GO:0005887,GO:0001614,GO:0004931,GO:0098655,GO:0033198
g10717	GO:0030907,GO:0000083
g10718	
g10719	
g1072	GO:0008270,GO:0005515
g10720	GO:0005515
g10721	GO:0003676
g10722	GO:0070569,GO:0008152
g10723	GO:0016021,GO:0070569,GO:0005524,GO:0042626,GO:0008152,GO:0055085,GO:0006810
g10724	GO:0016491,GO:0055114
g10725	
g10726	
g10727	
g10728	GO:0070652,GO:0051225
g10729	GO:0005515
g1073	
g10730	
g10731	
g10732	GO:0004672,GO:0005524,GO:0006468
g10732	GO:0004672,GO:0005524,GO:0004674,GO:0006468
g10733	
g10734	GO:0003676
g10735	
g10736	GO:0004672,GO:0004713,GO:0005524,GO:0005515,GO:0006468
g10737	GO:0005852,GO:0005737,GO:0003743,GO:0005515
g10738	GO:0043565,GO:0006367
g10739	
g10739	
g10739	
g1074	
g10740	GO:0016788
g10740	GO:0016788
g10741	
g10742	
g10743	GO:0004842,GO:0016887
g10744	
g10745	GO:0016788
g10746	
g10747	
g10748	GO:0046983,GO:0003676
g10749	
g1075	
g10750	GO:0005634,GO:0004879,GO:0008270,GO:0043565,GO:0003700,GO:0003707,GO:0003677,GO:0043401,GO:0006355
g10751	
g10752	
g10753	GO:0016020
g10754	GO:0016020
g10755	
g10756	GO:0008017,GO:0051301,GO:0007059
g10757	
g10758	
g10759	
g1076	
g10760	
g10761	
g10762	
g10763	
g10764	GO:0005515
g10765	GO:0005515
g10765	
g10766	
g10767	GO:0003677,GO:0006310,GO:0015074
g10768	
g10769	GO:0008017,GO:0003777,GO:0005524,GO:0007018
g1077	
g10770	GO:0005515
g10771	GO:0005515
g10772	
g10773	
g10774	
g10775	
g10776	
